WeekOfMonth,WeekOfMonthClaimed,Age,PolicyNumber,RepNumber,Deductible,DriverRating,PoliceReportFiled,WitnessPresent,Year,FraudFound_P
4,4,29,2395,8,400,3,No,No,1994,0
3,3,31,2396,12,400,4,No,No,1994,0
4,1,35,2397,1,400,4,No,No,1994,0
4,4,53,2398,16,500,3,No,No,1994,0
3,4,64,2399,4,400,3,No,No,1994,0
2,2,38,2400,8,400,1,No,No,1994,0
1,1,26,2401,13,400,4,No,No,1994,0
1,1,28,2402,10,400,4,No,No,1994,0
3,5,29,2403,10,400,4,No,No,1994,0
4,4,34,2404,9,400,2,No,No,1994,0
5,1,55,2405,1,400,3,Yes,No,1994,0
5,5,21,2406,6,400,3,No,No,1994,0
2,2,27,2407,8,400,1,No,No,1994,0
1,1,32,2408,6,400,3,No,No,1994,0
4,1,54,2409,4,400,4,No,No,1994,0
3,3,32,2410,3,400,4,No,No,1994,0
3,3,42,2411,3,400,1,No,No,1994,0
3,4,38,2412,10,400,4,No,No,1994,0
4,3,53,2413,9,400,3,No,No,1994,0
5,4,43,2414,16,400,1,No,No,1994,0
1,1,41,2415,11,400,3,No,No,1994,0
5,3,31,2416,5,400,4,No,No,1994,0
1,2,28,2417,2,400,3,No,No,1994,0
2,2,43,2418,12,400,2,No,No,1994,0
3,3,42,2419,15,400,1,No,No,1994,0
1,5,62,2420,7,400,4,No,No,1994,0
1,2,32,2421,10,400,1,No,No,1994,0
1,1,28,2422,1,400,4,No,No,1994,0
2,2,53,2423,3,400,1,No,No,1994,0
5,3,32,2424,15,400,4,No,No,1994,1
2,2,45,2425,13,400,3,No,No,1994,0
3,5,55,2426,8,400,2,No,No,1994,0
3,4,43,2427,12,400,3,No,No,1994,0
5,5,44,2428,4,400,2,No,No,1994,0
1,2,63,2429,9,400,1,No,No,1994,0
3,3,53,2430,15,400,2,No,No,1994,0
4,4,47,2431,12,400,4,No,No,1994,0
2,2,35,2432,12,400,1,No,No,1994,0
5,2,31,2433,10,400,3,No,No,1994,0
5,2,51,2434,15,400,1,No,No,1994,1
3,3,78,2435,14,400,3,No,No,1994,0
3,3,32,2436,14,400,2,Yes,No,1994,0
5,1,28,2437,5,400,2,No,No,1994,1
2,4,35,2438,7,400,1,No,No,1994,0
2,2,41,2439,2,400,4,No,No,1994,0
5,1,33,2440,8,400,1,No,No,1994,0
5,1,34,2441,5,400,2,No,No,1994,0
4,4,28,2442,4,400,1,No,No,1994,0
1,1,46,2443,10,400,4,No,No,1994,0
1,1,38,2444,7,400,3,No,No,1994,0
4,4,31,2445,6,400,1,No,No,1994,0
4,1,38,2446,12,400,2,No,No,1994,0
3,3,43,2447,12,400,1,No,No,1994,0
3,3,49,2448,3,400,2,No,No,1994,0
3,3,26,2449,3,500,3,No,No,1994,0
1,1,28,2450,7,400,3,No,No,1994,0
5,5,42,2451,7,400,4,No,No,1994,0
3,4,49,2452,4,400,2,No,No,1994,0
3,4,50,2453,2,400,1,No,No,1994,0
3,4,48,2454,14,400,2,No,No,1994,0
3,4,46,2455,10,400,4,No,No,1994,0
3,4,45,2456,2,400,2,No,No,1994,0
3,3,47,2457,10,400,1,No,No,1994,0
2,3,42,2458,15,400,1,No,No,1994,0
5,1,33,2459,10,400,2,No,No,1994,1
1,4,29,2460,14,400,3,No,No,1994,0
5,5,44,2461,3,400,1,No,No,1994,0
5,5,28,2462,4,400,2,No,No,1994,0
5,5,32,2463,16,400,4,No,No,1994,0
5,5,30,2464,15,400,2,No,No,1994,0
2,1,41,2465,8,400,3,No,No,1994,0
3,3,35,2466,6,400,1,No,No,1994,0
3,3,37,2467,10,400,2,No,No,1994,0
2,2,54,2468,15,400,3,No,No,1994,0
5,4,61,2469,15,400,4,No,No,1994,1
5,2,66,2470,1,400,4,No,No,1994,0
4,1,58,2471,6,400,3,No,No,1994,0
3,2,32,2472,1,400,1,No,No,1994,0
3,4,0,2473,8,400,1,No,No,1994,0
3,4,54,2474,7,400,1,No,No,1994,0
2,4,27,2475,13,400,1,No,No,1994,0
4,2,37,2476,1,400,4,No,No,1994,0
1,1,59,2477,9,400,1,No,No,1994,0
2,2,39,2478,10,400,4,No,No,1994,0
1,2,26,2479,2,400,1,No,No,1994,0
5,5,41,2480,13,400,2,No,No,1994,0
1,2,31,2481,1,400,4,No,No,1994,0
3,2,42,2482,4,400,2,No,No,1994,0
2,2,42,2483,13,400,4,No,No,1994,0
4,1,35,2484,2,400,3,No,No,1994,0
1,3,26,2485,6,400,4,No,No,1994,1
2,2,34,2486,3,400,2,No,No,1994,0
1,1,34,2487,15,400,3,No,No,1994,0
5,1,51,2488,6,400,1,No,No,1994,0
1,2,29,2489,7,400,1,No,No,1994,0
1,1,51,2490,15,400,3,No,No,1994,0
1,2,27,2491,3,400,1,No,No,1994,0
3,4,77,2492,6,400,2,No,No,1994,0
2,3,31,2493,16,400,3,No,No,1994,0
2,3,32,2494,3,400,1,No,No,1994,0
4,4,40,2495,10,400,1,No,No,1994,0
2,3,21,2496,9,400,3,No,No,1994,0
2,3,47,2497,9,400,1,No,No,1994,0
5,1,30,2498,5,400,1,No,No,1994,0
4,4,27,2499,16,400,4,No,No,1994,0
3,3,53,2500,8,500,3,No,No,1994,0
1,2,55,2501,2,400,1,No,No,1994,1
1,1,31,2502,9,400,2,No,No,1994,0
1,1,56,2503,10,400,1,No,No,1994,0
5,1,29,2504,7,400,4,No,No,1994,0
4,4,29,2505,3,400,3,No,No,1994,0
1,2,21,2506,9,400,1,No,No,1994,0
1,2,36,2507,15,400,4,No,No,1994,0
3,3,28,2508,6,400,2,No,No,1994,0
4,4,48,2509,5,400,4,No,No,1994,0
4,5,31,2510,3,400,1,No,No,1994,0
3,4,43,2511,14,400,4,No,No,1994,0
3,3,49,2512,5,700,3,No,No,1994,0
3,3,39,2513,7,400,3,No,No,1994,0
1,1,43,2514,4,400,2,No,No,1994,0
4,1,30,2515,12,400,3,No,No,1994,0
4,4,53,2516,15,400,1,No,No,1994,0
3,5,64,2517,6,400,1,No,No,1994,0
3,3,52,2518,9,400,2,No,No,1994,0
1,1,60,2519,14,400,1,No,No,1994,0
1,2,33,2520,7,400,3,No,No,1994,0
4,4,65,2521,9,400,1,No,No,1994,0
2,3,33,2522,8,400,2,No,No,1994,0
4,5,45,2523,11,400,2,No,No,1994,0
4,1,33,2524,16,400,2,No,No,1994,0
1,4,46,2525,9,400,4,No,No,1994,0
4,1,0,2526,8,400,3,No,No,1994,0
1,3,41,2527,15,400,1,No,No,1994,0
2,3,52,2528,14,400,3,No,No,1994,0
1,1,37,2529,2,400,1,No,No,1994,0
1,1,41,2530,11,400,2,No,No,1994,0
1,4,43,2531,10,400,3,No,No,1994,0
1,1,35,2532,2,400,1,No,No,1994,0
4,4,31,2533,10,400,1,No,No,1994,0
3,4,40,2534,10,400,3,No,No,1994,0
4,2,30,2535,6,400,4,No,No,1994,0
4,4,71,2536,8,400,4,No,No,1994,0
4,4,59,2537,6,400,1,No,No,1994,0
4,4,48,2538,11,400,2,No,No,1994,0
4,1,28,2539,5,400,2,No,No,1994,0
4,4,56,2540,1,400,4,No,No,1994,0
4,4,54,2541,14,400,1,No,No,1994,0
1,1,34,2542,16,400,1,No,No,1994,0
4,5,40,2543,11,700,4,No,No,1994,0
2,3,42,2544,4,400,4,No,No,1994,0
3,4,46,2545,2,400,4,No,No,1994,0
3,1,58,2546,7,400,2,No,No,1994,0
4,4,31,2547,6,400,2,No,No,1994,0
5,1,73,2548,2,400,3,No,No,1994,0
4,4,31,2549,16,400,4,No,No,1994,0
2,4,54,2550,14,400,1,No,No,1994,0
1,3,44,2551,4,500,1,No,No,1994,0
2,2,27,2552,16,400,4,No,No,1994,0
1,2,34,2553,16,400,3,Yes,Yes,1994,0
1,1,31,2554,1,400,4,No,No,1994,0
5,1,41,2555,7,400,3,No,No,1994,0
4,1,30,2556,10,400,4,No,No,1994,0
4,4,57,2557,13,400,2,No,No,1994,0
4,1,34,2558,6,400,1,No,No,1994,0
1,1,35,2559,15,400,2,No,No,1994,0
1,1,65,2560,7,400,1,No,No,1994,0
4,4,36,2561,11,400,4,No,No,1994,0
4,4,31,2562,5,400,4,No,No,1994,0
2,3,44,2563,15,400,2,Yes,No,1994,0
2,2,47,2564,13,400,3,No,No,1994,0
3,4,43,2565,9,400,1,No,No,1994,0
2,3,44,2566,14,400,2,No,No,1994,0
3,4,55,2567,12,400,4,No,No,1994,0
2,3,61,2568,1,400,4,No,No,1994,0
1,4,47,2569,6,400,2,No,No,1994,0
5,5,20,2570,2,400,1,No,No,1994,0
4,5,39,2571,4,400,3,No,No,1994,0
3,3,32,2572,3,400,4,No,No,1994,0
3,3,42,2573,15,400,4,No,No,1994,0
3,4,31,2574,8,400,3,No,No,1994,0
3,1,38,2575,5,400,4,No,No,1994,0
3,3,29,2576,1,400,4,No,No,1994,0
3,3,31,2577,11,400,3,No,No,1994,0
3,3,49,2578,1,400,3,No,No,1994,0
3,4,41,2579,11,400,1,No,No,1994,0
3,1,38,2580,5,400,1,No,No,1994,0
4,4,39,2581,2,400,3,No,No,1994,0
4,4,35,2582,1,400,2,No,No,1994,0
4,1,40,2583,5,400,3,No,No,1994,0
1,1,35,2584,3,400,3,No,No,1994,0
1,1,55,2585,13,400,1,No,No,1994,0
1,1,32,2586,7,400,1,No,No,1994,1
3,1,39,2587,14,400,4,No,No,1994,0
1,1,24,2588,7,400,3,No,No,1994,0
1,2,50,2589,2,400,2,No,No,1994,0
1,4,33,2590,16,400,3,No,No,1994,1
2,2,31,2591,8,400,3,No,No,1994,0
3,4,35,2592,9,400,1,No,No,1994,0
4,1,54,2593,16,400,3,No,No,1994,0
1,2,47,2594,3,400,1,No,No,1994,0
2,2,33,2595,13,400,2,No,No,1994,0
2,2,46,2596,13,400,4,No,No,1994,0
5,1,63,2597,8,400,1,No,No,1994,0
2,3,53,2598,5,400,1,No,No,1994,0
3,3,59,2599,10,400,4,No,No,1994,0
4,4,38,2600,14,400,4,No,No,1994,0
4,1,28,2601,8,400,3,No,No,1994,0
3,1,67,2602,1,500,4,No,No,1994,0
4,5,35,2603,3,400,2,No,No,1994,0
1,1,25,2604,5,400,1,No,No,1994,0
3,1,52,2605,8,700,1,No,No,1994,0
4,1,44,2606,1,400,2,No,No,1994,0
1,1,47,2607,2,400,4,No,No,1994,0
2,3,37,2608,12,400,1,No,No,1994,0
2,3,42,2609,9,400,2,No,No,1994,0
2,3,43,2610,5,400,4,No,No,1994,0
4,4,38,2611,3,400,2,No,No,1994,0
4,4,54,2612,4,400,3,No,No,1994,0
1,3,45,2613,8,400,2,No,No,1994,0
1,1,44,2614,8,400,2,No,No,1994,0
3,4,47,2615,6,400,2,No,No,1994,0
4,1,51,2616,2,400,4,No,No,1994,0
2,2,35,2617,12,400,2,No,No,1994,0
1,3,36,2618,14,400,1,No,No,1994,0
4,4,56,2619,2,400,3,No,No,1994,0
4,2,49,2620,15,400,3,No,No,1994,0
2,3,35,2621,5,400,3,No,No,1994,0
3,4,51,2622,5,400,3,No,No,1994,0
3,3,55,2623,5,400,1,No,No,1994,0
4,4,26,2624,2,400,1,No,No,1994,0
4,5,39,2625,16,400,3,No,No,1994,0
5,2,47,2626,3,400,4,No,No,1994,0
1,1,26,2627,13,400,4,No,No,1994,0
1,2,54,2628,12,400,4,No,No,1994,1
1,2,75,2629,11,400,1,Yes,No,1994,0
3,3,64,2630,7,400,4,No,No,1994,0
3,4,30,2631,5,400,3,No,No,1994,0
1,1,63,2632,11,400,2,No,No,1994,0
4,4,46,2633,16,400,1,No,No,1994,0
4,5,21,2634,16,400,2,No,No,1994,0
1,1,63,2635,15,400,2,No,No,1994,0
1,1,44,2636,8,700,4,No,No,1994,0
1,1,29,2637,6,400,1,No,No,1994,0
5,5,60,2638,12,400,2,No,No,1994,0
5,3,72,2639,12,400,3,No,No,1994,0
4,2,41,2640,9,400,3,No,No,1994,0
2,2,62,2641,3,400,1,No,No,1994,0
1,2,0,2642,2,400,3,No,No,1994,1
2,2,42,2643,3,400,4,No,No,1994,0
4,1,56,2644,12,400,3,No,No,1994,0
4,5,44,2645,9,400,3,No,No,1994,0
1,1,32,2646,4,400,2,No,No,1994,1
1,1,62,2647,2,400,4,No,No,1994,0
4,4,38,2648,15,400,4,No,No,1994,0
1,1,45,2649,3,400,4,No,No,1994,0
1,1,56,2650,8,400,2,No,No,1994,0
1,1,62,2651,2,400,2,No,No,1994,0
4,5,33,2652,11,400,1,Yes,No,1994,0
4,4,27,2653,11,500,2,No,No,1994,0
4,4,37,2654,5,400,1,No,No,1994,0
4,1,31,2655,8,400,1,No,No,1994,0
2,3,35,2656,14,400,3,No,No,1994,0
3,4,36,2657,11,400,2,No,No,1994,0
3,1,39,2658,2,400,1,No,No,1994,0
3,3,27,2659,13,400,1,No,No,1994,0
2,2,63,2660,5,400,4,No,No,1994,0
1,1,62,2661,7,400,2,No,No,1994,0
1,2,57,2662,10,400,4,No,No,1994,0
4,4,21,2663,6,400,1,No,No,1994,0
3,3,64,2664,12,400,1,No,No,1994,0
3,3,39,2665,16,400,1,No,No,1994,0
1,3,27,2666,14,400,4,No,No,1994,0
1,4,41,2667,3,400,4,No,No,1994,0
5,5,59,2668,1,400,2,No,No,1994,0
4,2,34,2669,15,400,1,No,No,1994,0
4,1,51,2670,12,400,4,No,No,1994,0
3,2,32,2671,15,400,3,No,No,1994,0
3,3,40,2672,7,400,3,No,No,1994,0
2,2,50,2673,1,400,4,No,No,1994,0
4,4,30,2674,9,400,1,No,No,1994,0
3,4,26,2675,5,400,1,No,No,1994,0
2,2,25,2676,16,400,4,No,No,1994,0
1,1,21,2677,9,400,2,No,No,1994,0
2,3,32,2678,4,400,2,No,No,1994,1
4,1,54,2679,8,400,3,No,No,1994,0
3,1,30,2680,14,400,3,No,No,1994,0
3,2,40,2681,9,400,3,No,No,1994,0
2,2,42,2682,15,400,4,No,No,1994,0
1,1,25,2683,3,400,1,No,No,1994,0
1,2,54,2684,13,400,3,No,No,1994,0
2,2,28,2685,6,400,2,No,No,1994,0
4,2,40,2686,3,400,1,No,No,1994,0
3,3,21,2687,9,400,2,No,No,1994,0
3,3,34,2688,11,400,4,No,No,1994,0
2,3,39,2689,7,400,2,No,No,1994,0
2,2,41,2690,14,400,4,No,No,1994,0
2,2,47,2691,12,400,3,No,No,1994,0
2,3,54,2692,6,400,1,No,No,1994,0
1,1,65,2693,16,400,1,No,No,1994,0
4,4,39,2694,7,400,4,No,No,1994,0
4,3,36,2695,8,400,1,No,No,1994,0
3,2,0,2696,10,400,1,No,No,1994,0
2,2,28,2697,1,400,1,No,No,1994,0
1,1,52,2698,8,700,3,No,No,1994,0
5,1,70,2699,11,400,2,No,No,1994,0
5,1,27,2700,6,400,2,No,No,1994,0
3,4,36,2701,13,400,2,No,No,1994,0
3,1,36,2702,10,400,1,No,No,1994,0
3,2,29,2703,2,400,2,No,No,1994,0
3,3,28,2704,16,400,4,No,No,1994,0
2,3,28,2705,7,400,2,No,No,1994,0
4,1,26,2706,15,400,2,No,No,1994,0
5,5,52,2707,8,400,3,No,No,1994,0
2,2,45,2708,10,400,2,No,No,1994,1
1,2,57,2709,4,400,4,No,No,1994,0
3,4,33,2710,2,400,2,No,No,1994,0
1,2,27,2711,12,400,2,No,No,1994,0
1,1,33,2712,8,400,4,No,No,1994,0
1,3,62,2713,3,400,4,No,No,1994,0
1,2,48,2714,2,400,2,No,No,1994,0
3,1,50,2715,1,400,1,No,No,1994,0
2,3,39,2716,3,400,4,No,No,1994,0
3,3,44,2717,6,400,4,No,No,1994,0
5,4,36,2718,4,400,3,No,No,1994,0
4,3,0,2719,4,400,3,No,No,1994,0
3,4,35,2720,13,400,1,No,No,1994,0
1,2,33,2721,2,400,3,No,No,1994,0
3,2,30,2722,15,400,1,No,No,1994,0
2,2,61,2723,6,400,3,No,No,1994,0
4,2,36,2724,7,400,3,No,No,1994,0
1,1,41,2725,11,400,2,No,No,1994,0
3,3,39,2726,2,400,4,No,No,1994,0
2,3,40,2727,9,400,3,No,No,1994,0
1,1,62,2728,2,400,1,No,No,1994,0
4,2,59,2729,3,700,1,No,No,1994,0
3,5,42,2730,8,400,2,No,No,1994,0
2,2,0,2731,6,400,3,No,No,1994,0
2,2,33,2732,9,400,3,No,No,1994,0
1,1,46,2733,1,400,3,No,No,1994,0
2,3,27,2734,4,400,1,No,No,1994,0
2,5,47,2735,11,400,3,No,No,1994,0
1,1,27,2736,5,400,1,No,No,1994,0
2,2,26,2737,16,400,1,Yes,Yes,1994,0
5,5,37,2738,11,400,1,No,No,1994,0
4,1,40,2739,4,400,2,No,No,1994,0
2,2,38,2740,13,400,3,No,No,1994,0
1,3,22,2741,15,400,4,Yes,No,1994,0
4,4,48,2742,11,400,2,No,No,1994,0
3,3,24,2743,3,400,2,No,No,1994,0
2,3,21,2744,6,400,2,No,No,1994,0
4,4,64,2745,12,400,3,No,No,1994,0
1,2,47,2746,8,400,1,No,No,1994,0
1,1,32,2747,6,400,4,No,No,1994,0
3,3,21,2748,4,400,2,No,No,1994,0
5,1,46,2749,5,400,3,Yes,Yes,1994,0
5,5,18,2750,7,400,4,No,No,1994,0
2,2,33,2751,3,400,2,No,No,1994,0
3,4,26,2752,15,400,3,No,No,1994,0
5,1,29,2753,2,400,2,No,No,1994,0
1,1,36,2754,15,400,4,No,No,1994,0
5,5,39,2755,13,500,4,No,No,1994,0
2,2,57,2756,16,400,1,No,No,1994,0
2,2,40,2757,12,400,2,No,No,1994,1
3,4,26,2758,14,400,2,No,No,1994,0
1,2,53,2759,12,400,3,No,No,1994,0
2,2,26,2760,16,400,4,No,No,1994,0
3,5,28,2761,9,400,2,No,No,1994,0
4,4,51,2762,16,400,2,No,No,1994,0
4,1,29,2763,9,400,3,No,No,1994,0
1,1,63,2764,2,400,3,No,No,1994,0
1,1,67,2765,9,400,2,No,No,1994,0
5,2,56,2766,11,400,2,No,No,1994,0
4,4,30,2767,3,400,2,No,No,1994,0
2,3,55,2768,11,400,3,No,No,1994,0
2,4,53,2769,10,400,1,No,No,1994,0
5,1,25,2770,1,400,1,No,No,1994,0
1,2,26,2771,8,400,1,No,No,1994,0
5,1,31,2772,12,400,1,No,No,1994,0
4,4,35,2773,6,400,3,No,No,1994,0
2,5,58,2774,14,400,4,No,No,1994,0
5,5,62,2775,7,400,2,No,No,1994,0
5,2,50,2776,13,400,3,No,No,1994,0
3,3,31,2777,14,400,3,No,No,1994,0
5,1,50,2778,2,400,4,No,No,1994,0
2,4,28,2779,12,400,4,No,No,1994,0
4,1,44,2780,9,400,4,No,No,1994,0
4,4,45,2781,13,400,1,No,No,1994,0
4,5,41,2782,11,400,2,No,No,1994,0
4,5,26,2783,8,400,3,No,No,1994,0
1,2,37,2784,1,400,1,No,No,1994,0
1,2,34,2785,7,400,1,No,No,1994,0
2,3,32,2786,11,400,2,No,No,1994,0
2,4,44,2787,3,400,4,No,No,1994,0
2,2,30,2788,3,400,3,Yes,No,1994,0
2,3,25,2789,1,400,4,No,No,1994,1
2,4,38,2790,4,400,4,No,No,1994,1
3,4,32,2791,16,400,4,No,No,1994,0
1,1,49,2792,6,400,4,No,No,1994,0
3,1,21,2793,6,400,4,No,No,1994,0
5,1,34,2794,12,400,1,No,No,1994,0
4,4,68,2795,11,400,3,No,No,1994,0
2,2,34,2796,6,400,2,No,No,1994,0
5,1,31,2797,14,400,2,No,No,1994,0
1,1,49,2798,5,400,2,No,No,1994,0
1,1,29,2799,6,400,2,No,No,1994,0
1,2,49,2800,2,400,4,No,No,1994,0
1,1,32,2801,8,400,1,No,No,1994,0
1,1,29,2802,8,400,1,No,No,1994,0
2,3,79,2803,10,400,1,No,No,1994,0
2,2,59,2804,14,400,3,No,No,1994,0
1,5,45,2805,15,400,2,No,No,1994,0
2,3,44,2806,15,500,1,No,No,1994,1
3,3,31,2807,16,400,1,No,No,1994,0
1,2,35,2808,2,400,3,No,No,1994,0
2,3,55,2809,10,400,2,No,No,1994,1
4,1,43,2810,5,400,1,No,No,1994,0
4,4,35,2811,5,400,1,No,No,1994,0
4,4,55,2812,11,400,1,No,No,1994,0
4,1,35,2813,2,400,2,No,No,1994,0
3,4,47,2814,12,400,1,No,No,1994,0
3,4,29,2815,11,400,3,No,No,1994,0
3,1,28,2816,16,400,2,No,Yes,1994,0
2,4,54,2817,11,400,1,No,No,1994,0
2,4,37,2818,11,400,2,No,No,1994,0
3,3,42,2819,5,400,1,No,No,1994,0
3,3,31,2820,10,400,3,No,No,1994,0
2,3,37,2821,12,400,2,No,No,1994,1
2,4,30,2822,11,700,4,No,No,1994,1
1,1,44,2823,12,400,4,No,No,1994,0
1,3,39,2824,7,400,4,No,No,1994,0
5,2,35,2825,4,400,1,No,No,1994,0
4,1,33,2826,11,400,3,No,No,1994,0
4,4,31,2827,16,400,4,No,No,1994,0
2,3,23,2828,6,400,1,No,No,1994,0
3,3,59,2829,14,400,2,No,No,1994,0
1,1,30,2830,6,400,3,No,No,1994,0
1,1,36,2831,16,400,3,No,No,1994,0
1,1,28,2832,5,400,2,No,No,1994,0
3,5,50,2833,8,400,2,No,No,1994,0
4,4,48,2834,12,400,3,No,No,1994,0
3,4,28,2835,7,400,3,No,No,1994,0
2,3,54,2836,2,400,2,No,No,1994,0
2,3,56,2837,9,400,3,No,No,1994,0
1,4,80,2838,5,400,1,No,No,1994,0
5,2,29,2839,6,400,4,No,No,1994,0
1,1,56,2840,16,400,2,No,No,1994,0
1,2,43,2841,4,400,2,No,No,1994,0
3,3,37,2842,5,400,3,No,No,1994,0
3,1,45,2843,9,400,4,No,No,1994,0
1,2,45,2844,12,400,4,No,No,1994,0
1,1,29,2845,12,400,2,No,No,1994,0
4,4,30,2846,10,400,3,No,No,1994,0
1,2,22,2847,7,400,4,No,No,1994,0
4,1,33,2848,6,400,4,No,No,1994,0
3,4,54,2849,15,400,3,No,No,1994,0
4,2,29,2850,3,400,3,No,No,1994,0
2,1,42,2851,2,400,2,No,No,1994,0
3,3,51,2852,8,400,1,No,No,1994,1
2,2,51,2853,4,700,3,No,No,1994,0
4,1,39,2854,8,400,2,No,No,1994,0
4,4,44,2855,15,400,1,No,No,1994,0
2,2,45,2856,16,400,2,No,No,1994,0
2,3,41,2857,12,500,2,No,No,1994,1
1,1,46,2858,8,400,4,No,No,1994,0
1,2,36,2859,4,400,1,No,No,1994,0
2,2,49,2860,3,400,2,No,No,1994,0
2,3,35,2861,4,400,4,No,No,1994,0
2,3,37,2862,13,400,2,No,No,1994,0
5,1,36,2863,13,400,2,No,No,1994,0
3,3,33,2864,8,400,2,No,No,1994,1
4,4,32,2865,10,400,3,No,No,1994,0
5,1,18,2866,10,400,4,No,No,1994,0
3,2,31,2867,2,400,2,No,Yes,1994,0
3,4,33,2868,8,400,3,No,No,1994,0
2,2,32,2869,10,400,4,No,No,1994,0
3,4,44,2870,1,400,4,No,No,1994,0
1,1,42,2871,5,400,1,No,No,1994,0
5,1,53,2872,16,400,1,No,No,1994,0
4,4,30,2873,2,400,3,No,No,1994,0
2,1,0,2874,14,400,1,No,No,1994,0
2,3,39,2875,5,400,1,No,No,1994,0
2,2,41,2876,1,400,4,No,No,1994,0
4,1,48,2877,4,400,4,No,No,1994,0
3,2,30,2878,14,400,4,No,No,1994,0
3,3,33,2879,9,400,1,No,No,1994,0
2,3,41,2880,3,400,3,No,No,1994,0
1,2,49,2881,15,400,2,No,No,1994,0
1,4,55,2882,11,400,2,No,No,1994,0
4,4,51,2883,5,400,4,No,No,1994,0
3,4,26,2884,9,400,4,No,No,1994,0
2,2,38,2885,16,400,1,No,No,1994,0
3,3,28,2886,1,400,1,No,No,1994,1
5,1,52,2887,14,400,1,No,No,1994,0
4,4,28,2888,4,400,4,No,No,1994,0
4,1,55,2889,9,400,3,No,No,1994,0
4,4,28,2890,7,400,4,No,No,1994,0
3,3,34,2891,12,400,4,No,No,1994,0
2,3,64,2892,7,400,1,No,No,1994,0
2,3,39,2893,9,400,3,No,No,1994,0
3,2,32,2894,11,400,3,Yes,No,1994,0
1,1,28,2895,4,400,3,No,No,1994,0
4,2,28,2896,6,400,4,No,No,1994,0
3,4,28,2897,13,400,3,No,No,1994,0
3,1,18,2898,8,400,1,No,No,1994,0
3,2,41,2899,9,400,4,No,No,1994,0
2,2,40,2900,9,400,2,No,No,1994,0
4,4,37,2901,5,400,4,No,No,1994,0
4,2,52,2902,8,400,3,No,No,1994,0
2,3,38,2903,2,400,2,No,No,1994,0
3,3,74,2904,4,400,2,Yes,No,1994,0
1,2,31,2905,16,400,3,No,No,1994,0
1,3,45,2906,6,400,3,No,No,1994,0
5,1,29,2907,11,400,1,No,No,1994,0
3,3,45,2908,14,500,3,No,No,1994,0
3,3,30,2909,12,400,1,No,No,1994,0
3,4,28,2910,3,400,1,No,No,1994,1
3,3,65,2911,5,400,3,No,No,1994,0
3,3,42,2912,3,400,2,No,No,1994,0
2,3,27,2913,10,400,2,No,No,1994,0
1,1,46,2914,6,400,3,No,No,1994,0
1,3,43,2915,16,700,2,No,No,1994,0
3,4,40,2916,16,400,1,No,No,1994,0
1,2,43,2917,1,400,3,No,No,1994,0
3,3,37,2918,5,400,3,No,No,1994,0
4,4,34,2919,14,400,1,No,No,1994,0
4,4,35,2920,7,400,3,No,No,1994,0
2,2,32,2921,12,400,2,No,No,1994,0
1,2,44,2922,8,400,2,No,No,1994,0
3,1,34,2923,6,400,4,No,No,1994,1
4,4,41,2924,16,400,4,No,No,1994,0
4,4,47,2925,5,400,2,No,No,1994,0
2,3,26,2926,11,400,2,No,No,1994,0
3,3,43,2927,10,400,3,No,No,1994,0
3,3,28,2928,6,400,3,No,No,1994,0
3,3,27,2929,1,400,2,No,No,1994,0
1,2,40,2930,1,400,4,No,No,1994,0
1,2,42,2931,10,400,4,No,No,1994,0
1,1,27,2932,11,400,4,No,No,1994,0
1,3,42,2933,11,400,3,No,No,1994,0
3,4,30,2934,13,400,4,No,No,1994,0
2,4,42,2935,11,400,2,No,No,1994,0
2,3,32,2936,6,400,4,No,No,1994,0
4,4,78,2937,8,400,2,No,No,1994,0
1,1,44,2938,6,400,1,No,No,1994,0
3,3,48,2939,8,400,4,No,No,1994,1
3,3,52,2940,5,400,1,No,No,1994,0
4,5,44,2941,1,400,1,No,No,1994,0
2,3,29,2942,15,400,4,No,No,1994,0
1,2,41,2943,3,400,3,No,No,1994,0
3,2,45,2944,14,400,4,No,No,1994,0
1,1,28,2945,8,400,4,No,No,1994,0
5,5,33,2946,8,400,3,No,No,1994,0
3,4,65,2947,2,400,4,No,No,1994,0
4,2,44,2948,13,400,4,No,No,1994,0
2,2,53,2949,8,400,3,No,No,1994,0
1,1,35,2950,1,400,1,No,No,1994,0
3,4,28,2951,8,400,2,No,No,1994,0
1,1,0,2952,2,400,4,No,No,1994,0
4,5,26,2953,7,400,4,No,No,1994,0
3,3,32,2954,8,400,2,No,No,1994,1
2,3,63,2955,8,400,4,No,No,1994,0
2,3,47,2956,16,400,4,No,No,1994,0
3,4,22,2957,10,400,1,No,No,1994,0
1,2,41,2958,2,400,2,No,No,1994,0
5,1,33,2959,13,500,4,No,No,1994,0
3,3,63,2960,16,400,4,No,No,1994,0
3,3,36,2961,5,400,2,No,No,1994,0
3,3,46,2962,2,400,1,No,No,1994,0
3,4,37,2963,16,400,1,No,No,1994,1
3,4,28,2964,13,400,1,No,No,1994,0
5,5,42,2965,11,400,2,No,No,1994,0
1,1,50,2966,9,400,3,No,No,1994,0
1,1,34,2967,7,400,3,No,No,1994,0
3,3,0,2968,11,400,4,No,No,1994,1
3,1,23,2969,11,400,1,No,No,1994,0
3,4,64,2970,6,400,1,No,No,1994,0
2,2,77,2971,11,400,2,No,No,1994,0
2,2,32,2972,6,400,2,No,No,1994,0
